# SPARC Rotation Curves from VizieR (J/AJ/152/157)
# Reference: Lelli, McGaugh & Schombert (2016), AJ, 152, 157
# Format: Galaxy  D(Mpc)  R(kpc)  Vobs  e_Vobs  Vgas  Vdisk  Vbul
#
UGC11557               24.2     5.94    85.00   7.90    17.72    93.96     0.00
UGC11557               24.2     7.04    78.10   6.70    24.54    93.48     0.00
UGC11557               24.2     8.80    81.60   6.70    35.45    87.18     0.00
UGC11557               24.2    10.56    84.50   6.70    33.35    79.10     0.00
UGC11820               18.1     0.26    16.00   5.09    -0.43     8.55     0.00
UGC11820               18.1     0.44    18.90   4.44     1.29    13.84     0.00
UGC11820               18.1     0.61    25.80   3.36     1.97    18.20     0.00
UGC11820               18.1     0.79    35.80   3.79     2.55    21.35     0.00
UGC11820               18.1     1.01    44.10   7.91     3.22    24.45     0.00
UGC11820               18.1     5.26    59.65   1.00    17.11    26.68     0.00
UGC11820               18.1     7.91    69.15   1.23    28.49    24.35     0.00
UGC11820               18.1    10.52    76.95   1.00    35.70    21.40     0.00
UGC11820               18.1    13.14    81.25   1.00    35.45    18.93     0.00
UGC11820               18.1    15.82    84.45   1.31    35.37    17.02     0.00
UGC11914               16.9     0.28   168.00  49.70     0.42    42.14     0.00
UGC11914               16.9     0.37   187.00  40.20     0.61    53.98     0.00
UGC11914               16.9     0.47   204.00  26.90     0.79    66.33     0.00
UGC11914               16.9     0.56   218.00  23.50     0.96    76.79     0.00
UGC11914               16.9     0.65   232.00   8.63     1.14    86.68     0.00
UGC11914               16.9     0.75   243.00   4.97     1.31    97.06     0.00
UGC11914               16.9     0.84   253.00   3.65     1.48   105.90     0.00
UGC11914               16.9     0.93   262.00   2.86     1.66   114.28     0.00
UGC11914               16.9     1.03   269.00   3.80     1.83   123.11     0.00
UGC11914               16.9     1.12   275.00   5.39     2.00   130.64     0.00
UGC11914               16.9     1.21   280.00   5.01     2.17   137.79     0.00
UGC11914               16.9     1.30   284.00  10.00     2.33   144.60     0.00
UGC11914               16.9     1.41   287.00   6.59     2.50   152.47     0.00
UGC11914               16.9     1.50   289.00   3.56     2.66   158.56     0.00
UGC11914               16.9     1.59   290.00   6.13     2.82   164.36     0.00
UGC11914               16.9     1.68   291.00  10.20     2.97   169.88     0.00
UGC11914               16.9     1.78   292.00   8.61     3.12   175.70     0.00
UGC11914               16.9     1.87   292.00  11.20     3.26   180.66     0.00
UGC11914               16.9     1.96   291.00   5.15     3.39   185.38     0.00
UGC11914               16.9     2.05   291.00   4.92     3.50   189.88     0.00
UGC11914               16.9     2.16   291.00   9.32     3.61   195.08     0.00
UGC11914               16.9     2.25   290.00   7.19     3.70   199.10     0.00
UGC11914               16.9     2.34   290.00  12.20     3.76   202.92     0.00
UGC11914               16.9     2.43   290.00   7.94     3.79   206.55     0.00
UGC11914               16.9     2.46   290.00   5.16     3.79   207.71     0.00
UGC11914               16.9     2.53   290.00   3.56     3.79   210.36     0.00
UGC11914               16.9     2.62   290.00   3.79     3.80   213.61     0.00
UGC11914               16.9     2.71   290.00   5.65     3.81   216.71     0.00
UGC11914               16.9     2.80   290.00   9.38     3.84   219.64     0.00
UGC11914               16.9     2.99   290.00  10.60     3.94   225.37     0.00
UGC11914               16.9     3.28   291.00  15.30     4.12   233.01     0.00
UGC11914               16.9     3.74   292.00  18.80     4.56   241.64     0.00
UGC11914               16.9     3.83   292.00  15.20     4.69   242.91     0.00
UGC11914               16.9     4.02   292.00  19.80     5.12   245.41     0.00
UGC11914               16.9     4.09   292.00   2.40     5.35   246.19     0.00
UGC11914               16.9     4.12   292.00   9.00     5.40   246.51     0.00
UGC11914               16.9     4.30   291.00   8.71     6.12   248.01     0.00
UGC11914               16.9     4.39   291.00   7.92     6.56   248.54     0.00
UGC11914               16.9     4.49   291.00   8.84     7.04   249.06     0.00
UGC11914               16.9     4.58   290.00   4.20     7.58   249.41     0.00
UGC11914               16.9     4.87   289.00  10.60     9.59   250.14     0.00
UGC11914               16.9     4.91   288.00   2.26    10.06   250.19     0.00
UGC11914               16.9     4.96   288.00   6.97    10.42   250.25     0.00
UGC11914               16.9     5.05   287.00   3.23    11.18   250.32     0.00
UGC11914               16.9     5.14   287.00  10.20    12.03   250.34     0.00
UGC11914               16.9     5.24   286.00  10.30    12.78   250.33     0.00
UGC11914               16.9     5.33   286.00  17.80    13.42   250.26     0.00
UGC11914               16.9     5.42   285.00  11.40    14.16   250.17     0.00
UGC11914               16.9     5.51   285.00  12.00    14.91   250.09     0.00
UGC11914               16.9     5.61   284.00   4.03    15.66   250.01     0.00
UGC11914               16.9     5.71   284.00   4.73    16.40   249.99     0.00
UGC11914               16.9     5.80   283.00   6.44    17.15   249.96     0.00
UGC11914               16.9     5.89   283.00   4.96    17.89   249.90     0.00
UGC11914               16.9     5.98   283.00   5.37    18.64   249.84     0.00
UGC11914               16.9     6.08   283.00  11.00    19.38   249.76     0.00
UGC11914               16.9     6.15   283.00   1.14    20.02   249.70     0.00
UGC11914               16.9     6.17   283.00  17.30    20.24   249.69     0.00
UGC11914               16.9     6.26   283.00   7.94    21.09   249.61     0.00
UGC11914               16.9     6.35   283.00  18.30    21.83   249.49     0.00
UGC11914               16.9     6.73   284.00  10.50    24.60   248.66     0.00
UGC11914               16.9     6.83   284.00   9.37    25.24   248.30     0.00
UGC11914               16.9     6.92   285.00  12.90    25.88   247.92     0.00
UGC11914               16.9     7.37   288.00   1.24    28.33   245.58     0.00
UGC11914               16.9     8.60   297.00   2.13    31.20   235.09     0.00
UGC11914               16.9     9.83   305.00   5.07    29.29   222.03     0.00
UGC12506              100.6     0.82   107.00  25.60     8.12    32.70     0.00
UGC12506              100.6     2.46   159.00  26.50    22.67    79.76     0.00
UGC12506              100.6     4.10   194.00  13.90    31.68   107.57     0.00
UGC12506              100.6     5.74   198.00  14.60    34.72   124.14     0.00
UGC12506              100.6     7.38   211.00  13.20    31.78   137.60     0.00
UGC12506              100.6     9.02   222.00  13.60    23.89   155.68     0.00
UGC12506              100.6    10.65   230.00  11.60    14.68   168.58     0.00
UGC12506              100.6    12.29   239.00  11.60    14.98   175.29     0.00
UGC12506              100.6    13.93   237.00  11.60    26.72   175.91     0.00
UGC12506              100.6    15.57   240.00  11.60    39.88   176.17     0.00
UGC12506              100.6    17.21   245.00  11.60    50.51   175.33     0.00
UGC12506              100.6    18.85   249.00  11.60    57.09   172.30     0.00
UGC12506              100.6    20.49   248.00  11.60    60.02   168.12     0.00
UGC12506              100.6    22.13   250.00  11.60    60.43   164.68     0.00
UGC12506              100.6    23.77   255.00  11.60    58.91   161.19     0.00
UGC12506              100.6    25.41   244.00  14.90    57.29   157.33     0.00
UGC12506              100.6    27.05   244.00  11.60    58.00   153.64     0.00
UGC12506              100.6    28.68   249.00  11.60    61.94   149.77     0.00
UGC12506              100.6    30.32   251.00  11.60    65.99   146.07     0.00
UGC12506              100.6    31.96   249.00  11.60    67.21   143.32     0.00
UGC12506              100.6    33.60   244.00  12.90    64.98   140.67     0.00
UGC12506              100.6    35.24   239.00  16.20    62.25   138.00     0.00
UGC12506              100.6    36.88   238.00  18.40    61.64   135.58     0.00
UGC12506              100.6    38.52   241.00  24.90    63.36   133.60     0.00
UGC12506              100.6    40.16   237.00  23.00    64.98   131.71     0.00
UGC12506              100.6    41.80   228.00  14.00    64.88   130.03     0.00
UGC12506              100.6    43.44   233.00  16.90    63.87   129.69     0.00
UGC12506              100.6    45.08   233.00  13.70    64.47   130.42     0.00
UGC12506              100.6    46.71   230.00  11.60    69.03   123.79     0.00
UGC12506              100.6    48.35   226.00  11.60    76.21   119.55     0.00
UGC12506              100.6    49.99   225.00  11.60    82.59   116.42     0.00
UGC12632                9.8     0.71    24.10   7.55     0.75    14.22     0.00
UGC12632                9.8     1.42    33.60   5.02     2.55    19.97     0.00
UGC12632                9.8     2.14    44.80   3.38     7.39    23.97     0.00
UGC12632                9.8     2.85    54.40   2.90    10.70    26.52     0.00
UGC12632                9.8     3.55    57.40   2.89    12.26    27.06     0.00
UGC12632                9.8     4.26    61.40   3.44    12.02    28.45     0.00
UGC12632                9.8     4.97    63.80   3.64    14.16    29.24     0.00
UGC12632                9.8     5.69    65.50   3.82    15.95    29.30     0.00
UGC12632                9.8     6.40    67.60   3.54    18.56    30.76     0.00
UGC12632                9.8     7.11    69.20   2.91    22.61    29.42     0.00
UGC12632                9.8     7.82    70.30   2.79    26.30    28.80     0.00
UGC12632                9.8     8.52    71.40   2.93    28.44    27.59     0.00
UGC12632                9.8     9.25    73.20   3.00    29.27    27.31     0.00
UGC12632                9.8     9.95    73.00   2.81    30.70    26.87     0.00
UGC12632                9.8    10.66    73.10   2.79    31.41    26.73     0.00
UGC12732               13.2     0.96    34.20   3.32     1.81    20.68     0.00
UGC12732               13.2     1.92    49.50   4.60    -7.24    30.32     0.00
UGC12732               13.2     2.88    59.90   4.38    -2.56    33.18     0.00
UGC12732               13.2     3.84    65.30   4.31     8.12    35.24     0.00
UGC12732               13.2     4.80    69.80   3.83    11.30    34.72     0.00
UGC12732               13.2     5.76    73.80   3.45    16.00    34.11     0.00
UGC12732               13.2     6.72    76.20   3.24    18.20    34.88     0.00
UGC12732               13.2     7.68    79.30   3.19    19.20    33.08     0.00
UGC12732               13.2     8.64    80.30   3.31    23.30    31.11     0.00
UGC12732               13.2     9.60    81.90   3.69    25.50    29.68     0.00
UGC12732               13.2    10.60    84.00   3.89    27.80    28.19     0.00
UGC12732               13.2    11.50    85.60   3.67    31.10    26.95     0.00
UGC12732               13.2    12.50    87.90   3.43    35.10    25.70     0.00
UGC12732               13.2    13.40    90.80   3.36    38.30    24.69     0.00
UGC12732               13.2    14.40    95.50   3.18    41.40    23.69     0.00
UGC12732               13.2    15.40    98.00   3.18    43.40    22.77     0.00
UGCA281                 5.7     0.09     7.00   2.49     1.74     3.78     0.00
UGCA281                 5.7     0.25    14.90   1.35     4.38    11.32     0.00
UGCA281                 5.7     0.41    21.10   1.37     6.41    15.94     0.00
UGCA281                 5.7     0.58    26.00   1.24     7.97    17.47     0.00
UGCA281                 5.7     0.74    27.50   1.59     9.12    17.72     0.00
UGCA281                 5.7     0.90    28.80   2.57     9.81    17.18     0.00
UGCA281                 5.7     1.08    29.50   1.85    10.01    16.66     0.00
UGCA442                 4.3     0.42    14.20   1.91     4.87     4.78     0.00
UGCA442                 4.3     1.26    28.60   1.82    13.14    10.76     0.00
UGCA442                 4.3     2.11    41.00   1.74    19.65    13.60     0.00
UGCA442                 4.3     2.96    49.00   1.91    22.42    13.29     0.00
UGCA442                 4.3     3.79    54.80   2.05    22.82    12.56     0.00
UGCA442                 4.3     4.65    56.40   3.12    21.37    12.33     0.00
UGCA442                 4.3     5.48    57.80   2.83    18.73    12.04     0.00
UGCA442                 4.3     6.33    56.50   1.00    16.75    10.62     0.00
